"vaccine_uptake","v1_transmission_effectiveness","v2_transmission_effectiveness","strategy","relax_triggers","day","new_cases"
90,90,90,"Loose Suppression","No",319,927
60,50,50,"Aggressive Elimination","Yes",320,922
75,50,50,"Aggressive Elimination","Yes",320,933
90,50,50,"Aggressive Elimination","Yes",320,943
60,75,50,"Aggressive Elimination","Yes",320,942
75,75,50,"Aggressive Elimination","Yes",320,936
90,75,50,"Aggressive Elimination","Yes",320,936
60,90,50,"Aggressive Elimination","Yes",320,944
75,90,50,"Aggressive Elimination","Yes",320,946
90,90,50,"Aggressive Elimination","Yes",320,937
60,50,75,"Aggressive Elimination","Yes",320,931
75,50,75,"Aggressive Elimination","Yes",320,931
90,50,75,"Aggressive Elimination","Yes",320,934
60,75,75,"Aggressive Elimination","Yes",320,946
75,75,75,"Aggressive Elimination","Yes",320,942
90,75,75,"Aggressive Elimination","Yes",320,944
60,90,75,"Aggressive Elimination","Yes",320,939
75,90,75,"Aggressive Elimination","Yes",320,933
90,90,75,"Aggressive Elimination","Yes",320,927
60,50,90,"Aggressive Elimination","Yes",320,923
75,50,90,"Aggressive Elimination","Yes",320,921
90,50,90,"Aggressive Elimination","Yes",320,923
60,75,90,"Aggressive Elimination","Yes",320,929
75,75,90,"Aggressive Elimination","Yes",320,923
90,75,90,"Aggressive Elimination","Yes",320,920
60,90,90,"Aggressive Elimination","Yes",320,926
75,90,90,"Aggressive Elimination","Yes",320,922
90,90,90,"Aggressive Elimination","Yes",320,926
60,50,50,"Moderate Elimination","Yes",320,922
75,50,50,"Moderate Elimination","Yes",320,919
90,50,50,"Moderate Elimination","Yes",320,924
60,75,50,"Moderate Elimination","Yes",320,926
75,75,50,"Moderate Elimination","Yes",320,928
90,75,50,"Moderate Elimination","Yes",320,918
60,90,50,"Moderate Elimination","Yes",320,923
75,90,50,"Moderate Elimination","Yes",320,920
90,90,50,"Moderate Elimination","Yes",320,921
60,50,75,"Moderate Elimination","Yes",320,922
75,50,75,"Moderate Elimination","Yes",320,918
90,50,75,"Moderate Elimination","Yes",320,924
60,75,75,"Moderate Elimination","Yes",320,929
75,75,75,"Moderate Elimination","Yes",320,933
90,75,75,"Moderate Elimination","Yes",320,936
60,90,75,"Moderate Elimination","Yes",320,936
75,90,75,"Moderate Elimination","Yes",320,937
90,90,75,"Moderate Elimination","Yes",320,930
60,50,90,"Moderate Elimination","Yes",320,928
75,50,90,"Moderate Elimination","Yes",320,925
90,50,90,"Moderate Elimination","Yes",320,925
60,75,90,"Moderate Elimination","Yes",320,926
75,75,90,"Moderate Elimination","Yes",320,924
90,75,90,"Moderate Elimination","Yes",320,932
60,90,90,"Moderate Elimination","Yes",320,926
75,90,90,"Moderate Elimination","Yes",320,929
90,90,90,"Moderate Elimination","Yes",320,932
60,50,50,"Tight Suppression","Yes",320,933
75,50,50,"Tight Suppression","Yes",320,944
90,50,50,"Tight Suppression","Yes",320,946
60,75,50,"Tight Suppression","Yes",320,944
75,75,50,"Tight Suppression","Yes",320,949
90,75,50,"Tight Suppression","Yes",320,941
60,90,50,"Tight Suppression","Yes",320,939
75,90,50,"Tight Suppression","Yes",320,944
90,90,50,"Tight Suppression","Yes",320,942
60,50,75,"Tight Suppression","Yes",320,942
75,50,75,"Tight Suppression","Yes",320,931
90,50,75,"Tight Suppression","Yes",320,933
60,75,75,"Tight Suppression","Yes",320,939
75,75,75,"Tight Suppression","Yes",320,936
90,75,75,"Tight Suppression","Yes",320,941
60,90,75,"Tight Suppression","Yes",320,948
75,90,75,"Tight Suppression","Yes",320,951
90,90,75,"Tight Suppression","Yes",320,947
60,50,90,"Tight Suppression","Yes",320,942
75,50,90,"Tight Suppression","Yes",320,945
90,50,90,"Tight Suppression","Yes",320,953
60,75,90,"Tight Suppression","Yes",320,955
75,75,90,"Tight Suppression","Yes",320,949
90,75,90,"Tight Suppression","Yes",320,945
60,90,90,"Tight Suppression","Yes",320,940
75,90,90,"Tight Suppression","Yes",320,942
90,90,90,"Tight Suppression","Yes",320,939
60,50,50,"Loose Suppression","Yes",320,936
75,50,50,"Loose Suppression","Yes",320,934
90,50,50,"Loose Suppression","Yes",320,941
60,75,50,"Loose Suppression","Yes",320,940
75,75,50,"Loose Suppression","Yes",320,945
90,75,50,"Loose Suppression","Yes",320,940
60,90,50,"Loose Suppression","Yes",320,949
75,90,50,"Loose Suppression","Yes",320,947
90,90,50,"Loose Suppression","Yes",320,943
60,50,75,"Loose Suppression","Yes",320,952
75,50,75,"Loose Suppression","Yes",320,953
90,50,75,"Loose Suppression","Yes",320,956
60,75,75,"Loose Suppression","Yes",320,958
75,75,75,"Loose Suppression","Yes",320,969
90,75,75,"Loose Suppression","Yes",320,970
60,90,75,"Loose Suppression","Yes",320,974
75,90,75,"Loose Suppression","Yes",320,977
90,90,75,"Loose Suppression","Yes",320,968
60,50,90,"Loose Suppression","Yes",320,973
75,50,90,"Loose Suppression","Yes",320,972
90,50,90,"Loose Suppression","Yes",320,974
60,75,90,"Loose Suppression","Yes",320,977
75,75,90,"Loose Suppression","Yes",320,983
90,75,90,"Loose Suppression","Yes",320,979
60,90,90,"Loose Suppression","Yes",320,992
75,90,90,"Loose Suppression","Yes",320,986
90,90,90,"Loose Suppression","Yes",320,990
60,50,50,"Aggressive Elimination","No",320,990
75,50,50,"Aggressive Elimination","No",320,990
90,50,50,"Aggressive Elimination","No",320,993
60,75,50,"Aggressive Elimination","No",320,986
75,75,50,"Aggressive Elimination","No",320,987
90,75,50,"Aggressive Elimination","No",320,982
60,90,50,"Aggressive Elimination","No",320,984
75,90,50,"Aggressive Elimination","No",320,989
90,90,50,"Aggressive Elimination","No",320,997
60,50,75,"Aggressive Elimination","No",320,1002
75,50,75,"Aggressive Elimination","No",320,1003
90,50,75,"Aggressive Elimination","No",320,1003
60,75,75,"Aggressive Elimination","No",320,1004
75,75,75,"Aggressive Elimination","No",320,1007
90,75,75,"Aggressive Elimination","No",320,1008
60,90,75,"Aggressive Elimination","No",320,1009
75,90,75,"Aggressive Elimination","No",320,1018
90,90,75,"Aggressive Elimination","No",320,1017
60,50,90,"Aggressive Elimination","No",320,1010
75,50,90,"Aggressive Elimination","No",320,1004
90,50,90,"Aggressive Elimination","No",320,1009
60,75,90,"Aggressive Elimination","No",320,1010
75,75,90,"Aggressive Elimination","No",320,1013
90,75,90,"Aggressive Elimination","No",320,1026
60,90,90,"Aggressive Elimination","No",320,1025
75,90,90,"Aggressive Elimination","No",320,1031
90,90,90,"Aggressive Elimination","No",320,1025
60,50,50,"Moderate Elimination","No",320,1025
75,50,50,"Moderate Elimination","No",320,1029
90,50,50,"Moderate Elimination","No",320,1030
60,75,50,"Moderate Elimination","No",320,1030
75,75,50,"Moderate Elimination","No",320,1027
90,75,50,"Moderate Elimination","No",320,1023
60,90,50,"Moderate Elimination","No",320,1015
75,90,50,"Moderate Elimination","No",320,1010
90,90,50,"Moderate Elimination","No",320,1013
60,50,75,"Moderate Elimination","No",320,1001
75,50,75,"Moderate Elimination","No",320,995
90,50,75,"Moderate Elimination","No",320,999
60,75,75,"Moderate Elimination","No",320,992
75,75,75,"Moderate Elimination","No",320,990
90,75,75,"Moderate Elimination","No",320,985
60,90,75,"Moderate Elimination","No",320,984
75,90,75,"Moderate Elimination","No",320,983
90,90,75,"Moderate Elimination","No",320,983
60,50,90,"Moderate Elimination","No",320,972
75,50,90,"Moderate Elimination","No",320,978
90,50,90,"Moderate Elimination","No",320,981
60,75,90,"Moderate Elimination","No",320,979
75,75,90,"Moderate Elimination","No",320,974
90,75,90,"Moderate Elimination","No",320,968
60,90,90,"Moderate Elimination","No",320,966
75,90,90,"Moderate Elimination","No",320,972
90,90,90,"Moderate Elimination","No",320,976
60,50,50,"Tight Suppression","No",320,977
75,50,50,"Tight Suppression","No",320,970
90,50,50,"Tight Suppression","No",320,972
60,75,50,"Tight Suppression","No",320,965
75,75,50,"Tight Suppression","No",320,966
90,75,50,"Tight Suppression","No",320,970
60,90,50,"Tight Suppression","No",320,977
75,90,50,"Tight Suppression","No",320,976
90,90,50,"Tight Suppression","No",320,978
60,50,75,"Tight Suppression","No",320,976
75,50,75,"Tight Suppression","No",320,966
90,50,75,"Tight Suppression","No",320,970
60,75,75,"Tight Suppression","No",320,974
75,75,75,"Tight Suppression","No",320,975
90,75,75,"Tight Suppression","No",320,970
60,90,75,"Tight Suppression","No",320,975
75,90,75,"Tight Suppression","No",320,978
90,90,75,"Tight Suppression","No",320,973
60,50,90,"Tight Suppression","No",320,980
75,50,90,"Tight Suppression","No",320,979
90,50,90,"Tight Suppression","No",320,976
60,75,90,"Tight Suppression","No",320,972
75,75,90,"Tight Suppression","No",320,978
90,75,90,"Tight Suppression","No",320,982
60,90,90,"Tight Suppression","No",320,978
75,90,90,"Tight Suppression","No",320,977
90,90,90,"Tight Suppression","No",320,975
60,50,50,"Loose Suppression","No",320,968
75,50,50,"Loose Suppression","No",320,971
90,50,50,"Loose Suppression","No",320,968
60,75,50,"Loose Suppression","No",320,970
75,75,50,"Loose Suppression","No",320,973
90,75,50,"Loose Suppression","No",320,979
60,90,50,"Loose Suppression","No",320,970
75,90,50,"Loose Suppression","No",320,968
90,90,50,"Loose Suppression","No",320,963
60,50,75,"Loose Suppression","No",320,968
75,50,75,"Loose Suppression","No",320,974
90,50,75,"Loose Suppression","No",320,973
60,75,75,"Loose Suppression","No",320,975
75,75,75,"Loose Suppression","No",320,970
90,75,75,"Loose Suppression","No",320,960
60,90,75,"Loose Suppression","No",320,963
75,90,75,"Loose Suppression","No",320,961
90,90,75,"Loose Suppression","No",320,954
60,50,90,"Loose Suppression","No",320,953
75,50,90,"Loose Suppression","No",320,953
90,50,90,"Loose Suppression","No",320,962
60,75,90,"Loose Suppression","No",320,961
75,75,90,"Loose Suppression","No",320,964
90,75,90,"Loose Suppression","No",320,961
60,90,90,"Loose Suppression","No",320,953
75,90,90,"Loose Suppression","No",320,957
90,90,90,"Loose Suppression","No",320,965
60,50,50,"Aggressive Elimination","Yes",321,974
75,50,50,"Aggressive Elimination","Yes",321,973
90,50,50,"Aggressive Elimination","Yes",321,972
60,75,50,"Aggressive Elimination","Yes",321,985
75,75,50,"Aggressive Elimination","Yes",321,991
90,75,50,"Aggressive Elimination","Yes",321,992
60,90,50,"Aggressive Elimination","Yes",321,989
75,90,50,"Aggressive Elimination","Yes",321,989
90,90,50,"Aggressive Elimination","Yes",321,985
60,50,75,"Aggressive Elimination","Yes",321,978
75,50,75,"Aggressive Elimination","Yes",321,976
90,50,75,"Aggressive Elimination","Yes",321,978
60,75,75,"Aggressive Elimination","Yes",321,979
75,75,75,"Aggressive Elimination","Yes",321,971
90,75,75,"Aggressive Elimination","Yes",321,970
60,90,75,"Aggressive Elimination","Yes",321,972
75,90,75,"Aggressive Elimination","Yes",321,966
90,90,75,"Aggressive Elimination","Yes",321,968
60,50,90,"Aggressive Elimination","Yes",321,973
75,50,90,"Aggressive Elimination","Yes",321,977
90,50,90,"Aggressive Elimination","Yes",321,979
60,75,90,"Aggressive Elimination","Yes",321,981
75,75,90,"Aggressive Elimination","Yes",321,974
90,75,90,"Aggressive Elimination","Yes",321,978
60,90,90,"Aggressive Elimination","Yes",321,978
75,90,90,"Aggressive Elimination","Yes",321,976
90,90,90,"Aggressive Elimination","Yes",321,975
60,50,50,"Moderate Elimination","Yes",321,981
75,50,50,"Moderate Elimination","Yes",321,980
90,50,50,"Moderate Elimination","Yes",321,988
60,75,50,"Moderate Elimination","Yes",321,978
75,75,50,"Moderate Elimination","Yes",321,985
90,75,50,"Moderate Elimination","Yes",321,988
60,90,50,"Moderate Elimination","Yes",321,1000
75,90,50,"Moderate Elimination","Yes",321,1004
90,90,50,"Moderate Elimination","Yes",321,1009
60,50,75,"Moderate Elimination","Yes",321,1006
75,50,75,"Moderate Elimination","Yes",321,1004
90,50,75,"Moderate Elimination","Yes",321,999
60,75,75,"Moderate Elimination","Yes",321,1001
75,75,75,"Moderate Elimination","Yes",321,1003
90,75,75,"Moderate Elimination","Yes",321,1002
60,90,75,"Moderate Elimination","Yes",321,1003
75,90,75,"Moderate Elimination","Yes",321,994
90,90,75,"Moderate Elimination","Yes",321,994
60,50,90,"Moderate Elimination","Yes",321,992
75,50,90,"Moderate Elimination","Yes",321,993
90,50,90,"Moderate Elimination","Yes",321,995
60,75,90,"Moderate Elimination","Yes",321,990
75,75,90,"Moderate Elimination","Yes",321,993
90,75,90,"Moderate Elimination","Yes",321,992
60,90,90,"Moderate Elimination","Yes",321,996
75,90,90,"Moderate Elimination","Yes",321,990
90,90,90,"Moderate Elimination","Yes",321,990
60,50,50,"Tight Suppression","Yes",321,994
75,50,50,"Tight Suppression","Yes",321,1000
90,50,50,"Tight Suppression","Yes",321,1008
60,75,50,"Tight Suppression","Yes",321,1014
75,75,50,"Tight Suppression","Yes",321,1011
90,75,50,"Tight Suppression","Yes",321,1000
60,90,50,"Tight Suppression","Yes",321,1010
75,90,50,"Tight Suppression","Yes",321,1015
90,90,50,"Tight Suppression","Yes",321,1005
60,50,75,"Tight Suppression","Yes",321,1010
75,50,75,"Tight Suppression","Yes",321,1005
90,50,75,"Tight Suppression","Yes",321,1005
60,75,75,"Tight Suppression","Yes",321,1005
75,75,75,"Tight Suppression","Yes",321,1002
90,75,75,"Tight Suppression","Yes",321,1002
60,90,75,"Tight Suppression","Yes",321,1001
75,90,75,"Tight Suppression","Yes",321,1000
90,90,75,"Tight Suppression","Yes",321,1010
60,50,90,"Tight Suppression","Yes",321,1007
75,50,90,"Tight Suppression","Yes",321,1002
90,50,90,"Tight Suppression","Yes",321,998
60,75,90,"Tight Suppression","Yes",321,999
75,75,90,"Tight Suppression","Yes",321,1005
90,75,90,"Tight Suppression","Yes",321,1008
60,90,90,"Tight Suppression","Yes",321,1004
75,90,90,"Tight Suppression","Yes",321,1005
90,90,90,"Tight Suppression","Yes",321,1001
60,50,50,"Loose Suppression","Yes",321,1002
75,50,50,"Loose Suppression","Yes",321,1000
90,50,50,"Loose Suppression","Yes",321,1004
60,75,50,"Loose Suppression","Yes",321,999
75,75,50,"Loose Suppression","Yes",321,1000
90,75,50,"Loose Suppression","Yes",321,1001
60,90,50,"Loose Suppression","Yes",321,1004
75,90,50,"Loose Suppression","Yes",321,1004
90,90,50,"Loose Suppression","Yes",321,1000
60,50,75,"Loose Suppression","Yes",321,991
75,50,75,"Loose Suppression","Yes",321,996
90,50,75,"Loose Suppression","Yes",321,994
60,75,75,"Loose Suppression","Yes",321,991
75,75,75,"Loose Suppression","Yes",321,989
90,75,75,"Loose Suppression","Yes",321,988
60,90,75,"Loose Suppression","Yes",321,986
75,90,75,"Loose Suppression","Yes",321,985
90,90,75,"Loose Suppression","Yes",321,988
60,50,90,"Loose Suppression","Yes",321,982
75,50,90,"Loose Suppression","Yes",321,971
90,50,90,"Loose Suppression","Yes",321,970
60,75,90,"Loose Suppression","Yes",321,959
75,75,90,"Loose Suppression","Yes",321,967
90,75,90,"Loose Suppression","Yes",321,972
60,90,90,"Loose Suppression","Yes",321,969
75,90,90,"Loose Suppression","Yes",321,970
90,90,90,"Loose Suppression","Yes",321,968
60,50,50,"Aggressive Elimination","No",321,969
75,50,50,"Aggressive Elimination","No",321,971
90,50,50,"Aggressive Elimination","No",321,975
60,75,50,"Aggressive Elimination","No",321,975
75,75,50,"Aggressive Elimination","No",321,975
90,75,50,"Aggressive Elimination","No",321,973
60,90,50,"Aggressive Elimination","No",321,967
75,90,50,"Aggressive Elimination","No",321,964
90,90,50,"Aggressive Elimination","No",321,973
60,50,75,"Aggressive Elimination","No",321,973
75,50,75,"Aggressive Elimination","No",321,969
90,50,75,"Aggressive Elimination","No",321,972
60,75,75,"Aggressive Elimination","No",321,977
75,75,75,"Aggressive Elimination","No",321,973
90,75,75,"Aggressive Elimination","No",321,975
60,90,75,"Aggressive Elimination","No",321,973
75,90,75,"Aggressive Elimination","No",321,977
90,90,75,"Aggressive Elimination","No",321,977
60,50,90,"Aggressive Elimination","No",321,971
75,50,90,"Aggressive Elimination","No",321,965
90,50,90,"Aggressive Elimination","No",321,964
60,75,90,"Aggressive Elimination","No",321,958
75,75,90,"Aggressive Elimination","No",321,959
90,75,90,"Aggressive Elimination","No",321,959
60,90,90,"Aggressive Elimination","No",321,956
75,90,90,"Aggressive Elimination","No",321,956
90,90,90,"Aggressive Elimination","No",321,958
60,50,50,"Moderate Elimination","No",321,959
75,50,50,"Moderate Elimination","No",321,957
90,50,50,"Moderate Elimination","No",321,946
60,75,50,"Moderate Elimination","No",321,948
75,75,50,"Moderate Elimination","No",321,952
90,75,50,"Moderate Elimination","No",321,953
60,90,50,"Moderate Elimination","No",321,961
75,90,50,"Moderate Elimination","No",321,967
90,90,50,"Moderate Elimination","No",321,960
60,50,75,"Moderate Elimination","No",321,960
75,50,75,"Moderate Elimination","No",321,967
90,50,75,"Moderate Elimination","No",321,963
60,75,75,"Moderate Elimination","No",321,954
75,75,75,"Moderate Elimination","No",321,946
90,75,75,"Moderate Elimination","No",321,945
60,90,75,"Moderate Elimination","No",321,946
75,90,75,"Moderate Elimination","No",321,940
90,90,75,"Moderate Elimination","No",321,935
60,50,90,"Moderate Elimination","No",321,929
75,50,90,"Moderate Elimination","No",321,926
90,50,90,"Moderate Elimination","No",321,930
60,75,90,"Moderate Elimination","No",321,932
75,75,90,"Moderate Elimination","No",321,939
90,75,90,"Moderate Elimination","No",321,943
60,90,90,"Moderate Elimination","No",321,946
75,90,90,"Moderate Elimination","No",321,945
90,90,90,"Moderate Elimination","No",321,952
60,50,50,"Tight Suppression","No",321,946
75,50,50,"Tight Suppression","No",321,953
90,50,50,"Tight Suppression","No",321,953
60,75,50,"Tight Suppression","No",321,953
75,75,50,"Tight Suppression","No",321,958
90,75,50,"Tight Suppression","No",321,955
60,90,50,"Tight Suppression","No",321,961
75,90,50,"Tight Suppression","No",321,958
90,90,50,"Tight Suppression","No",321,947
60,50,75,"Tight Suppression","No",321,943
75,50,75,"Tight Suppression","No",321,945
90,50,75,"Tight Suppression","No",321,951
60,75,75,"Tight Suppression","No",321,948
75,75,75,"Tight Suppression","No",321,952
90,75,75,"Tight Suppression","No",321,953
60,90,75,"Tight Suppression","No",321,957
75,90,75,"Tight Suppression","No",321,958
90,90,75,"Tight Suppression","No",321,958
60,50,90,"Tight Suppression","No",321,965
75,50,90,"Tight Suppression","No",321,960
90,50,90,"Tight Suppression","No",321,972
60,75,90,"Tight Suppression","No",321,970
75,75,90,"Tight Suppression","No",321,971
90,75,90,"Tight Suppression","No",321,971
60,90,90,"Tight Suppression","No",321,958
75,90,90,"Tight Suppression","No",321,953
90,90,90,"Tight Suppression","No",321,954
60,50,50,"Loose Suppression","No",321,953
75,50,50,"Loose Suppression","No",321,961
90,50,50,"Loose Suppression","No",321,958
60,75,50,"Loose Suppression","No",321,954
75,75,50,"Loose Suppression","No",321,956
90,75,50,"Loose Suppression","No",321,962
60,90,50,"Loose Suppression","No",321,965
75,90,50,"Loose Suppression","No",321,964
90,90,50,"Loose Suppression","No",321,960
60,50,75,"Loose Suppression","No",321,954
75,50,75,"Loose Suppression","No",321,952
90,50,75,"Loose Suppression","No",321,951
60,75,75,"Loose Suppression","No",321,959
75,75,75,"Loose Suppression","No",321,953
90,75,75,"Loose Suppression","No",321,945
60,90,75,"Loose Suppression","No",321,934
75,90,75,"Loose Suppression","No",321,929
90,90,75,"Loose Suppression","No",321,923
60,50,90,"Loose Suppression","No",321,927
75,50,90,"Loose Suppression","No",321,929
90,50,90,"Loose Suppression","No",321,930
60,75,90,"Loose Suppression","No",321,934
75,75,90,"Loose Suppression","No",321,933
90,75,90,"Loose Suppression","No",321,930
60,90,90,"Loose Suppression","No",321,932
75,90,90,"Loose Suppression","No",321,928
90,90,90,"Loose Suppression","No",321,930
60,50,50,"Aggressive Elimination","Yes",322,936
75,50,50,"Aggressive Elimination","Yes",322,938
90,50,50,"Aggressive Elimination","Yes",322,937
60,75,50,"Aggressive Elimination","Yes",322,943
75,75,50,"Aggressive Elimination","Yes",322,948
90,75,50,"Aggressive Elimination","Yes",322,941
60,90,50,"Aggressive Elimination","Yes",322,942
75,90,50,"Aggressive Elimination","Yes",322,942
90,90,50,"Aggressive Elimination","Yes",322,941
60,50,75,"Aggressive Elimination","Yes",322,939
75,50,75,"Aggressive Elimination","Yes",322,939
90,50,75,"Aggressive Elimination","Yes",322,934
60,75,75,"Aggressive Elimination","Yes",322,933
75,75,75,"Aggressive Elimination","Yes",322,930
90,75,75,"Aggressive Elimination","Yes",322,932
60,90,75,"Aggressive Elimination","Yes",322,926
75,90,75,"Aggressive Elimination","Yes",322,926
90,90,75,"Aggressive Elimination","Yes",322,936
60,50,90,"Aggressive Elimination","Yes",322,937
75,50,90,"Aggressive Elimination","Yes",322,938
90,50,90,"Aggressive Elimination","Yes",322,942
60,75,90,"Aggressive Elimination","Yes",322,945
75,75,90,"Aggressive Elimination","Yes",322,954
90,75,90,"Aggressive Elimination","Yes",322,951
60,90,90,"Aggressive Elimination","Yes",322,954
75,90,90,"Aggressive Elimination","Yes",322,958
90,90,90,"Aggressive Elimination","Yes",322,958
60,50,50,"Moderate Elimination","Yes",322,955
75,50,50,"Moderate Elimination","Yes",322,949
90,50,50,"Moderate Elimination","Yes",322,954
60,75,50,"Moderate Elimination","Yes",322,956
75,75,50,"Moderate Elimination","Yes",322,957
90,75,50,"Moderate Elimination","Yes",322,953
60,90,50,"Moderate Elimination","Yes",322,953
75,90,50,"Moderate Elimination","Yes",322,948
90,90,50,"Moderate Elimination","Yes",322,953
60,50,75,"Moderate Elimination","Yes",322,952
75,50,75,"Moderate Elimination","Yes",322,949
90,50,75,"Moderate Elimination","Yes",322,959
60,75,75,"Moderate Elimination","Yes",322,958
75,75,75,"Moderate Elimination","Yes",322,958
90,75,75,"Moderate Elimination","Yes",322,958
60,90,75,"Moderate Elimination","Yes",322,956
75,90,75,"Moderate Elimination","Yes",322,956
90,90,75,"Moderate Elimination","Yes",322,949
60,50,90,"Moderate Elimination","Yes",322,952
75,50,90,"Moderate Elimination","Yes",322,946
90,50,90,"Moderate Elimination","Yes",322,945
60,75,90,"Moderate Elimination","Yes",322,951
75,75,90,"Moderate Elimination","Yes",322,956
90,75,90,"Moderate Elimination","Yes",322,964
60,90,90,"Moderate Elimination","Yes",322,965
75,90,90,"Moderate Elimination","Yes",322,961
90,90,90,"Moderate Elimination","Yes",322,966
60,50,50,"Tight Suppression","Yes",322,969
75,50,50,"Tight Suppression","Yes",322,969
90,50,50,"Tight Suppression","Yes",322,972
60,75,50,"Tight Suppression","Yes",322,967
75,75,50,"Tight Suppression","Yes",322,964
90,75,50,"Tight Suppression","Yes",322,972
60,90,50,"Tight Suppression","Yes",322,967
75,90,50,"Tight Suppression","Yes",322,967
90,90,50,"Tight Suppression","Yes",322,970
60,50,75,"Tight Suppression","Yes",322,959
75,50,75,"Tight Suppression","Yes",322,959
90,50,75,"Tight Suppression","Yes",322,960
60,75,75,"Tight Suppression","Yes",322,957
75,75,75,"Tight Suppression","Yes",322,953
90,75,75,"Tight Suppression","Yes",322,954
60,90,75,"Tight Suppression","Yes",322,957
75,90,75,"Tight Suppression","Yes",322,956
90,90,75,"Tight Suppression","Yes",322,961
60,50,90,"Tight Suppression","Yes",322,961
75,50,90,"Tight Suppression","Yes",322,958
90,50,90,"Tight Suppression","Yes",322,957
60,75,90,"Tight Suppression","Yes",322,959
75,75,90,"Tight Suppression","Yes",322,951
90,75,90,"Tight Suppression","Yes",322,952
60,90,90,"Tight Suppression","Yes",322,943
75,90,90,"Tight Suppression","Yes",322,942
90,90,90,"Tight Suppression","Yes",322,931
60,50,50,"Loose Suppression","Yes",322,925
75,50,50,"Loose Suppression","Yes",322,926
90,50,50,"Loose Suppression","Yes",322,925
60,75,50,"Loose Suppression","Yes",322,926
75,75,50,"Loose Suppression","Yes",322,930
90,75,50,"Loose Suppression","Yes",322,932
60,90,50,"Loose Suppression","Yes",322,929
75,90,50,"Loose Suppression","Yes",322,936
90,90,50,"Loose Suppression","Yes",322,931
60,50,75,"Loose Suppression","Yes",322,926
75,50,75,"Loose Suppression","Yes",322,920
90,50,75,"Loose Suppression","Yes",322,916
60,75,75,"Loose Suppression","Yes",322,909
75,75,75,"Loose Suppression","Yes",322,907
90,75,75,"Loose Suppression","Yes",322,906
60,90,75,"Loose Suppression","Yes",322,913
75,90,75,"Loose Suppression","Yes",322,917
90,90,75,"Loose Suppression","Yes",322,909
60,50,90,"Loose Suppression","Yes",322,912
75,50,90,"Loose Suppression","Yes",322,911
90,50,90,"Loose Suppression","Yes",322,913
60,75,90,"Loose Suppression","Yes",322,906
75,75,90,"Loose Suppression","Yes",322,904
90,75,90,"Loose Suppression","Yes",322,909
60,90,90,"Loose Suppression","Yes",322,910
75,90,90,"Loose Suppression","Yes",322,911
90,90,90,"Loose Suppression","Yes",322,912
60,50,50,"Aggressive Elimination","No",322,908
75,50,50,"Aggressive Elimination","No",322,910
90,50,50,"Aggressive Elimination","No",322,908
60,75,50,"Aggressive Elimination","No",322,906
75,75,50,"Aggressive Elimination","No",322,902
90,75,50,"Aggressive Elimination","No",322,902
60,90,50,"Aggressive Elimination","No",322,901
75,90,50,"Aggressive Elimination","No",322,895
90,90,50,"Aggressive Elimination","No",322,889
60,50,75,"Aggressive Elimination","No",322,893
75,50,75,"Aggressive Elimination","No",322,895
90,50,75,"Aggressive Elimination","No",322,899
60,75,75,"Aggressive Elimination","No",322,909
75,75,75,"Aggressive Elimination","No",322,913
90,75,75,"Aggressive Elimination","No",322,922
60,90,75,"Aggressive Elimination","No",322,922
75,90,75,"Aggressive Elimination","No",322,931
90,90,75,"Aggressive Elimination","No",322,933
60,50,90,"Aggressive Elimination","No",322,943
75,50,90,"Aggressive Elimination","No",322,944
90,50,90,"Aggressive Elimination","No",322,940
60,75,90,"Aggressive Elimination","No",322,933
75,75,90,"Aggressive Elimination","No",322,933
90,75,90,"Aggressive Elimination","No",322,932
60,90,90,"Aggressive Elimination","No",322,935
75,90,90,"Aggressive Elimination","No",322,935
90,90,90,"Aggressive Elimination","No",322,941
60,50,50,"Moderate Elimination","No",322,935
75,50,50,"Moderate Elimination","No",322,927
90,50,50,"Moderate Elimination","No",322,928
60,75,50,"Moderate Elimination","No",322,932
75,75,50,"Moderate Elimination","No",322,934
90,75,50,"Moderate Elimination","No",322,933
60,90,50,"Moderate Elimination","No",322,922
75,90,50,"Moderate Elimination","No",322,924
90,90,50,"Moderate Elimination","No",322,922
60,50,75,"Moderate Elimination","No",322,926
75,50,75,"Moderate Elimination","No",322,923
90,50,75,"Moderate Elimination","No",322,935
60,75,75,"Moderate Elimination","No",322,934
75,75,75,"Moderate Elimination","No",322,941
90,75,75,"Moderate Elimination","No",322,947
60,90,75,"Moderate Elimination","No",322,956
75,90,75,"Moderate Elimination","No",322,958
90,90,75,"Moderate Elimination","No",322,963
60,50,90,"Moderate Elimination","No",322,966
75,50,90,"Moderate Elimination","No",322,969
90,50,90,"Moderate Elimination","No",322,963
60,75,90,"Moderate Elimination","No",322,965
75,75,90,"Moderate Elimination","No",322,967
90,75,90,"Moderate Elimination","No",322,961
60,90,90,"Moderate Elimination","No",322,954
75,90,90,"Moderate Elimination","No",322,950
90,90,90,"Moderate Elimination","No",322,948
60,50,50,"Tight Suppression","No",322,947
75,50,50,"Tight Suppression","No",322,946
90,50,50,"Tight Suppression","No",322,946
60,75,50,"Tight Suppression","No",322,948
75,75,50,"Tight Suppression","No",322,953
90,75,50,"Tight Suppression","No",322,960
60,90,50,"Tight Suppression","No",322,954
75,90,50,"Tight Suppression","No",322,955
90,90,50,"Tight Suppression","No",322,956
60,50,75,"Tight Suppression","No",322,967
75,50,75,"Tight Suppression","No",322,963
